CNPJ;RazaoSocial;Trimestre;Ano;ValorDespesas;CNPJ_Valido;RegistroANS;Modalidade;UF
25250820000162;UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA;3T;2025;46801197.00;True;319121;Cooperativa Médica;MG
25329079000120;UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;614823.00;True;323926;Cooperativa Médica;MG
25329079000120;UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;601907.00;True;323926;Cooperativa Médica;MG
25329079000120;UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;31485.00;True;323926;Cooperativa Médica;MG
25335803000128;ASSOCIAÇÃO BENEFICENTE CATÓLICA;1T;2025;18880.00;True;322326;Filantropia;MG
25335803000128;ASSOCIAÇÃO BENEFICENTE CATÓLICA;2T;2025;89179.00;True;322326;Filantropia;MG
25335803000128;ASSOCIAÇÃO BENEFICENTE CATÓLICA;3T;2025;47656.00;True;322326;Filantropia;MG
25471574000179;UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO;1T;2025;270626.00;True;370088;Cooperativa Médica;MG
25471574000179;UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO;2T;2025;10559589.00;True;370088;Cooperativa Médica;MG
25471574000179;UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO;3T;2025;5413714.00;True;370088;Cooperativa Médica;MG
25686544000180;UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO;1T;2025;524840.00;True;362573;Cooperativa Médica;MG
25686544000180;UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO;2T;2025;1558286.00;True;362573;Cooperativa Médica;MG
25686544000180;UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO;3T;2025;106715.00;True;362573;Cooperativa Médica;MG
25810946000144;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;1T;2025;81733.00;True;309087;Cooperativa Médica;MG
25810946000144;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;2T;2025;64193.00;True;309087;Cooperativa Médica;MG
25810946000144;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;3T;2025;8133876.00;True;309087;Cooperativa Médica;MG
25906728000108;COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;1T;2025;463584.00;True;419028;Cooperativa odontológica;MG
25906728000108;COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;2T;2025;36300.00;True;419028;Cooperativa odontológica;MG
25906728000108;COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;3T;2025;106442.00;True;419028;Cooperativa odontológica;MG
25910449000118;UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.;1T;2025;473306.00;True;331651;Cooperativa Médica;MG
25910449000118;UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.;2T;2025;7230288.00;True;331651;Cooperativa Médica;MG
25910449000118;UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.;3T;2025;12422250.00;True;331651;Cooperativa Médica;MG
25971433000115;UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA;1T;2025;41924.00;True;368148;Cooperativa Médica;MG
25971433000115;UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA;2T;2025;69662.00;True;368148;Cooperativa Médica;MG
25971433000115;UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA;3T;2025;144327.00;True;368148;Cooperativa Médica;MG
26114773000192;MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A;1T;2025;2019294.00;True;420859;Administradora de Benefícios;ES
26114773000192;MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A;2T;2025;2379790.00;True;420859;Administradora de Benefícios;ES
26114773000192;MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A;3T;2025;3653962.00;True;420859;Administradora de Benefícios;ES
26150979000178;FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO;1T;2025;68616.00;True;323942;Filantropia;MG
26150979000178;FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO;2T;2025;439322.00;True;323942;Filantropia;MG
26150979000178;FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO;3T;2025;327055.00;True;323942;Filantropia;MG
26185199000163;UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA;1T;2025;4647851.00;True;344451;Cooperativa odontológica;MG
26185199000163;UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA;2T;2025;310790.00;True;344451;Cooperativa odontológica;MG
26185199000163;UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA;3T;2025;129060.00;True;344451;Cooperativa odontológica;MG
26189530000113;UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.;1T;2025;488624.00;True;330108;Cooperativa Médica;MG
26189530000113;UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.;2T;2025;768781.00;True;330108;Cooperativa Médica;MG
26189530000113;UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.;3T;2025;880340.00;True;330108;Cooperativa Médica;MG
26291484000169;UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO;1T;2025;469814.00;True;318035;Cooperativa Médica;MG
26291484000169;UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO;2T;2025;628814.00;True;318035;Cooperativa Médica;MG
26291484000169;UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO;3T;2025;6443463.00;True;318035;Cooperativa Médica;MG
26368613000170;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA;1T;2025;824675.00;True;347736;Cooperativa Médica;MG
26368613000170;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA;2T;2025;19553966.00;True;347736;Cooperativa Médica;MG
26368613000170;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA;3T;2025;294120.00;True;347736;Cooperativa Médica;MG
26629238000174;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;1T;2025;1275460.00;True;312347;Cooperativa Médica;GO
26629238000174;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;2T;2025;3680351.00;True;312347;Cooperativa Médica;GO
26629238000174;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;3T;2025;2771053.00;True;312347;Cooperativa Médica;GO
27047334000177;HEALTH-MED SISTEMA DE SAUDE LTDA;1T;2025;63278.00;True;421723;Medicina de Grupo;RJ
27047334000177;HEALTH-MED SISTEMA DE SAUDE LTDA;2T;2025;57400.00;True;421723;Medicina de Grupo;RJ
27047334000177;HEALTH-MED SISTEMA DE SAUDE LTDA;3T;2025;133607.00;True;421723;Medicina de Grupo;RJ
27067508000163;ASSOCIAÇÃO SÃO LUIZ SAÚDE;1T;2025;70475.00;True;421006;Medicina de Grupo;SP
27067508000163;ASSOCIAÇÃO SÃO LUIZ SAÚDE;2T;2025;157205.00;True;421006;Medicina de Grupo;SP
27067508000163;ASSOCIAÇÃO SÃO LUIZ SAÚDE;3T;2025;281706.00;True;421006;Medicina de Grupo;SP
27085968000114;CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO;1T;2025;340840.00;True;418820;Autogestão;RJ
27085968000114;CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO;2T;2025;8508803.00;True;418820;Autogestão;RJ
27085968000114;CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO;3T;2025;11562.00;True;418820;Autogestão;RJ
27113113000150;S1 OPERADORA DE PLANO DE SAÚDE LTDA;1T;2025;18771.00;True;420981;Medicina de Grupo;DF
27113113000150;S1 OPERADORA DE PLANO DE SAÚDE LTDA;2T;2025;38557.00;True;420981;Medicina de Grupo;DF
27113113000150;S1 OPERADORA DE PLANO DE SAÚDE LTDA;3T;2025;60493.00;True;420981;Medicina de Grupo;DF
27323544000140;QUALI ADMINISTRADORA DE BENEFÍCIOS S/A;1T;2025;2629191.00;True;420999;Administradora de Benefícios;ES
27452545000195;2CARE OPERADORA DE SAÚDE LTDA.;1T;2025;236588.00;True;421421;Medicina de Grupo;SP
27452545000195;2CARE OPERADORA DE SAÚDE LTDA.;2T;2025;1223780.00;True;421421;Medicina de Grupo;SP
27452545000195;2CARE OPERADORA DE SAÚDE LTDA.;3T;2025;2084441.00;True;421421;Medicina de Grupo;SP
27578434000120;UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO;1T;2025;863727.00;True;357391;Cooperativa Médica;ES
27578434000120;UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO;2T;2025;9277807.00;True;357391;Cooperativa Médica;ES
27578434000120;UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO;3T;2025;16488742.00;True;357391;Cooperativa Médica;ES
27626696000112;UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.;1T;2025;457890.00;True;323357;Cooperativa Médica;RJ
27626696000112;UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.;2T;2025;4902643.00;True;323357;Cooperativa Médica;RJ
27626696000112;UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.;3T;2025;4567755.00;True;323357;Cooperativa Médica;RJ
27841404000164;UP SOLUÇÕES EM SAÚDE LTDA ;2T;2025;20300.00;True;422223;Administradora de Benefícios;SP
28023703000154;ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;1T;2025;26740.00;True;407534;Medicina de Grupo;RJ
28023703000154;ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;2T;2025;100286.00;True;407534;Medicina de Grupo;RJ
28023703000154;ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;3T;2025;81774.00;True;407534;Medicina de Grupo;RJ
28310835000167;MEDHEALTH PLANOS DE SAÚDE LTDA;1T;2025;447548.00;True;421367;Medicina de Grupo;PR
28310835000167;MEDHEALTH PLANOS DE SAÚDE LTDA;2T;2025;14469.00;True;421367;Medicina de Grupo;PR
28310835000167;MEDHEALTH PLANOS DE SAÚDE LTDA;3T;2025;29263.00;True;421367;Medicina de Grupo;PR
28311619000136;NEXO - ADMINISTRADORA DE BENEFICIOS LTDA;1T;2025;107461.00;True;421146;Administradora de Benefícios;SP
28311619000136;NEXO - ADMINISTRADORA DE BENEFICIOS LTDA;2T;2025;114321.00;True;421146;Administradora de Benefícios;SP
28311619000136;NEXO - ADMINISTRADORA DE BENEFICIOS LTDA;3T;2025;424801.00;True;421146;Administradora de Benefícios;SP
28400880000102;QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME;1T;2025;285294.00;True;421243;Administradora de Benefícios;RJ
28400880000102;QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME;2T;2025;271694.00;True;421243;Administradora de Benefícios;RJ
28400880000102;QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME;3T;2025;293712.00;True;421243;Administradora de Benefícios;RJ
28502128000172;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES;1T;2025;583550.00;True;343331;Autogestão;ES
28502128000172;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES;2T;2025;1225680.00;True;343331;Autogestão;ES
28502128000172;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES;3T;2025;7964897.00;True;343331;Autogestão;ES
28630531000187;UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA;1T;2025;23095872.00;True;343731;Cooperativa Médica;RJ
28630531000187;UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA;2T;2025;70150034.00;True;343731;Cooperativa Médica;RJ
28630531000187;UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA;3T;2025;755822.00;True;343731;Cooperativa Médica;RJ
28633372000174;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;1T;2025;996912.00;True;421154;Medicina de Grupo;SP
28633372000174;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;3T;2025;15441219.00;True;421154;Medicina de Grupo;SP
28714533000154;UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;1T;2025;1219948.00;True;344397;Cooperativa Médica;RJ
28714533000154;UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;2T;2025;8017946.00;True;344397;Cooperativa Médica;RJ
28714533000154;UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO;3T;2025;27702663.00;True;344397;Cooperativa Médica;RJ
28806545000109;UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO;1T;2025;43808.00;True;323993;Cooperativa Médica;RJ
28806545000109;UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO;2T;2025;48600.00;True;323993;Cooperativa Médica;RJ
28806545000109;UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO;3T;2025;189853.00;True;323993;Cooperativa Médica;RJ
28953753000130;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;1T;2025;837531.00;True;421634;Medicina de Grupo;RJ
28953753000130;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;2T;2025;740946.00;True;421634;Medicina de Grupo;RJ
28953753000130;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;3T;2025;789966.00;True;421634;Medicina de Grupo;RJ
28974020000182;UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA;1T;2025;46382.00;True;360414;Cooperativa Médica;RJ
28974020000182;UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA;2T;2025;1230526.00;True;360414;Cooperativa Médica;RJ
28974020000182;UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA;3T;2025;10130.00;True;360414;Cooperativa Médica;RJ
29117294000118;PLANO SIGMA SAÚDE LTDA;1T;2025;216412.00;True;423408;Medicina de Grupo;SP
29117294000118;PLANO SIGMA SAÚDE LTDA;3T;2025;128560.00;True;423408;Medicina de Grupo;SP
29135795000127;UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.;1T;2025;16762939.00;True;335479;Cooperativa Médica;RJ
29135795000127;UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.;2T;2025;1714069.00;True;335479;Cooperativa Médica;RJ
29135795000127;UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.;3T;2025;219929735.00;True;335479;Cooperativa Médica;RJ
29167970000168;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;1T;2025;102841.00;True;309028;Medicina de Grupo;RJ
29167970000168;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;2T;2025;90003.00;True;309028;Medicina de Grupo;RJ
29167970000168;ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;3T;2025;95191.00;True;309028;Medicina de Grupo;RJ
29174910000172;AMHE MED ASSISTENCIA A SAUDE LTDA - EPP;1T;2025;229830.00;True;421731;Medicina de Grupo;SP
29174910000172;AMHE MED ASSISTENCIA A SAUDE LTDA - EPP;2T;2025;410959.00;True;421731;Medicina de Grupo;SP
29174910000172;AMHE MED ASSISTENCIA A SAUDE LTDA - EPP;3T;2025;3935919.00;True;421731;Medicina de Grupo;SP
29290152000158;UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.;1T;2025;1697725.00;True;330264;Cooperativa Médica;RJ
29290152000158;UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.;2T;2025;4040219.00;True;330264;Cooperativa Médica;RJ
29290152000158;UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.;3T;2025;270369.00;True;330264;Cooperativa Médica;RJ
29309127000179;AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.;1T;2025;225518737.00;True;326305;Medicina de Grupo;SP
29309127000179;AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.;2T;2025;18661000.00;True;326305;Medicina de Grupo;SP
29309127000179;AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.;3T;2025;26629328.00;True;326305;Medicina de Grupo;SP
29604093000145;VITTA SAUDE ADMINISTRADORA DE BENEFICIOS LTDA.;1T;2025;9540.00;True;422592;Administradora de Benefícios;SP
29604093000145;VITTA SAUDE ADMINISTRADORA DE BENEFICIOS LTDA.;2T;2025;8040.00;True;422592;Administradora de Benefícios;SP
29604093000145;VITTA SAUDE ADMINISTRADORA DE BENEFICIOS LTDA.;3T;2025;103640.00;True;422592;Administradora de Benefícios;SP
29640612000120;CONFERÊNCIA SÃO JOSÉ DO AVAÍ;1T;2025;30325.00;True;321931;Filantropia;RJ
29640612000120;CONFERÊNCIA SÃO JOSÉ DO AVAÍ;2T;2025;6030180.00;True;321931;Filantropia;RJ
29640612000120;CONFERÊNCIA SÃO JOSÉ DO AVAÍ;3T;2025;70708.00;True;321931;Filantropia;RJ
29754208000188;VALE PLANOS DE SAÚDE LTDA;1T;2025;15100.00;True;424048;Medicina de Grupo;PE
29754208000188;VALE PLANOS DE SAÚDE LTDA;2T;2025;68136.00;True;424048;Medicina de Grupo;PE
29754208000188;VALE PLANOS DE SAÚDE LTDA;3T;2025;795321.00;True;424048;Medicina de Grupo;PE
29780384000194;HSMED SAUDE LTDA;1T;2025;359190.00;True;342955;Medicina de Grupo;RJ
29780384000194;HSMED SAUDE LTDA;2T;2025;1779982.00;True;342955;Medicina de Grupo;RJ
29780384000194;HSMED SAUDE LTDA;3T;2025;4320.00;True;342955;Medicina de Grupo;RJ
29910807000143;RIO DOCE SAÚDE;1T;2025;4696690.00;True;421359;Medicina de Grupo;ES
29910807000143;RIO DOCE SAÚDE;2T;2025;70325.00;True;421359;Medicina de Grupo;ES
29910807000143;RIO DOCE SAÚDE;3T;2025;133315.00;True;421359;Medicina de Grupo;ES
29958867000136;INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA;1T;2025;53854.00;True;421375;Administradora de Benefícios;SP
29958867000136;INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA;2T;2025;87500.00;True;421375;Administradora de Benefícios;SP
29958867000136;INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA;3T;2025;129500.00;True;421375;Administradora de Benefícios;SP
30036685000197;CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP;1T;2025;50421.00;True;324477;Autogestão;RJ
30036685000197;CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP;2T;2025;220239.00;True;324477;Autogestão;RJ
30036685000197;CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP;3T;2025;9343424.00;True;324477;Autogestão;RJ
30417661000188;UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO;1T;2025;1090304.00;True;312592;Cooperativa Médica;RJ
30417661000188;UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO;2T;2025;1923718.00;True;312592;Cooperativa Médica;RJ
30417661000188;UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO;3T;2025;85152138.00;True;312592;Cooperativa Médica;RJ
30460075000116;MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO;1T;2025;8835.00;True;418650;Autogestão;RJ
30460075000116;MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO;2T;2025;10670971.00;True;418650;Autogestão;RJ
30460075000116;MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO;3T;2025;59859528.00;True;418650;Autogestão;RJ
30489359000135;SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.;1T;2025;85198.00;True;421405;Administradora de Benefícios;RJ
30489359000135;SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.;2T;2025;1894709.00;True;421405;Administradora de Benefícios;RJ
30489359000135;SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.;3T;2025;138973.00;True;421405;Administradora de Benefícios;RJ
30505523000150;DONA SAÚDE CLINICAS LTDA ;1T;2025;9000.00;True;365645;Medicina de Grupo;SP
30505523000150;DONA SAÚDE CLINICAS LTDA ;2T;2025;9000.00;True;365645;Medicina de Grupo;SP
30505523000150;DONA SAÚDE CLINICAS LTDA ;3T;2025;453702.00;True;365645;Medicina de Grupo;SP
30724638000136;ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;1T;2025;413780.00;True;421618;Medicina de Grupo;SP
30724638000136;ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;2T;2025;940680.00;True;421618;Medicina de Grupo;SP
30724638000136;ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;3T;2025;2631693.00;True;421618;Medicina de Grupo;SP
30951661000163;TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.;1T;2025;835170.00;True;421740;Administradora de Benefícios;SP
30951661000163;TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.;2T;2025;215161.00;True;421740;Administradora de Benefícios;SP
30951661000163;TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.;3T;2025;258420.00;True;421740;Administradora de Benefícios;SP
31097886000167;PERSONAL CARE OPERADORA DE SAÚDE SA;1T;2025;4889.00;True;421707;Medicina de Grupo;SP
31097886000167;PERSONAL CARE OPERADORA DE SAÚDE SA;2T;2025;13084758.00;True;421707;Medicina de Grupo;SP
31240963000196;ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI;1T;2025;81212.00;True;382540;Medicina de Grupo;RJ
31240963000196;ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI;2T;2025;3675120.00;True;382540;Medicina de Grupo;RJ
31240963000196;ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI;3T;2025;8283993.00;True;382540;Medicina de Grupo;RJ
31432792000105;UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS;1T;2025;3704063.00;True;312363;Cooperativa Médica;RJ
31432792000105;UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS;2T;2025;186080.00;True;312363;Cooperativa Médica;RJ
31432792000105;UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS;3T;2025;109966.00;True;312363;Cooperativa Médica;RJ
31466949000105;SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A;1T;2025;4985825.00;True;335614;Medicina de Grupo;ES
31466949000105;SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A;2T;2025;69717064.00;True;335614;Medicina de Grupo;ES
31466949000105;SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A;3T;2025;10838074.00;True;335614;Medicina de Grupo;ES
31596055000130;BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;1T;2025;19889.00;True;421561;Odontologia de Grupo;TO
31596055000130;BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;2T;2025;61668.00;True;421561;Odontologia de Grupo;TO
31596055000130;BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;3T;2025;61219.00;True;421561;Odontologia de Grupo;TO
31763326000102;EXCELÊNCIA PLANO DE SAÚDE S/A;1T;2025;381068.00;True;421642;Medicina de Grupo;ES
31763326000102;EXCELÊNCIA PLANO DE SAÚDE S/A;2T;2025;1065963.00;True;421642;Medicina de Grupo;ES
31763326000102;EXCELÊNCIA PLANO DE SAÚDE S/A;3T;2025;1875355.00;True;421642;Medicina de Grupo;ES
31787625000179;FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST;1T;2025;2493.00;True;330809;Autogestão;ES
31787625000179;FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST;2T;2025;6017.00;True;330809;Autogestão;ES
31787625000179;FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST;3T;2025;10122.00;True;330809;Autogestão;ES
31925548000176;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA;1T;2025;44240929.00;True;309222;Medicina de Grupo;RJ
31925548000176;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA;2T;2025;17956889.00;True;309222;Medicina de Grupo;RJ
31925548000176;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA;3T;2025;53113522.00;True;309222;Medicina de Grupo;RJ
32206950000163;SANUS ADMINISTRADORA DE BENEFÍCIOS LTDA;1T;2025;63020.00;True;421758;Administradora de Benefícios;ES
32206950000163;SANUS ADMINISTRADORA DE BENEFÍCIOS LTDA;2T;2025;104585.00;True;421758;Administradora de Benefícios;ES
32206950000163;SANUS ADMINISTRADORA DE BENEFÍCIOS LTDA;3T;2025;219080.00;True;421758;Administradora de Benefícios;ES
32421708000102;BEST SENIOR OPERADORA DE SAÚDE LTDA;1T;2025;1357921.00;True;421766;Medicina de Grupo;ES
32421708000102;BEST SENIOR OPERADORA DE SAÚDE LTDA;2T;2025;6400.00;True;421766;Medicina de Grupo;ES
32421708000102;BEST SENIOR OPERADORA DE SAÚDE LTDA;3T;2025;12820.00;True;421766;Medicina de Grupo;ES
32440968000125;UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO;1T;2025;2205815.00;True;320706;Cooperativa Médica;ES
32440968000125;UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;2902891.00;True;320706;Cooperativa Médica;ES
32440968000125;UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO;3T;2025;15969306.00;True;320706;Cooperativa Médica;ES
33379144000150;ÚNICA ASSISTENCIA MEDICA LTDA ;2T;2025;142355.00;True;421944;Medicina de Grupo;SP
33379144000150;ÚNICA ASSISTENCIA MEDICA LTDA ;3T;2025;225011.00;True;421944;Medicina de Grupo;SP
33546979000157;UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA;1T;2025;1440860.00;True;305472;Cooperativa Médica;GO
33546979000157;UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA;2T;2025;5334706.00;True;305472;Cooperativa Médica;GO
